ProteinID,GeneSymbol,Description,Peptides,normoxia_mono_1,normoxia_mono_2,normoxia_mono_3,normoxia_mono_4,normoxia_PFF_1,normoxia_PFF_2,normoxia_PFF_3,normoxia_PFF_4,hypoxia_mono_1,hypoxia_mono_2,hypoxia_mono_3,hypoxia_mono_4,hypoxia_PFF_1,hypoxia_PFF_2,hypoxia_PFF_3,hypoxia_PFF_4,
Q9D8C2,Tspan13,Tetraspanin-13,2,328.149,320.607,306.074,320.906,371.866,401.357,314.353,368.164,376.48,357.713,370.081,330.575,344.937,365.935,410.938,361.891,
Q8BW49,Ttc12,Tetratricopeptide repeat protein 12,2,560.954,666.982,528.203,698.56,516.195,551.619,576.09,607.533,489.65,396.874,442.365,580.77,438.438,467.321,510.573,386.813,
Q64332-2,Syn2,Isoform IIb of Synapsin-2,2,493.756,602.485,661.953,571.183,547.819,557.692,576.334,533.968,566.798,562.831,650.889,575.557,626.346,621.852,368.724,627.493,
Q62101,Prkd1,Serine/threonine-protein kinase D1,2,44.7505,78.3246,78.2727,71.6575,58.714,69.7394,84.6999,56.6434,70.8037,76.0787,65.5649,100.254,169.47,64.3459,46.5298,72.6099,
Q3U2C5,Rnf149,E3 ubiquitin-protein ligase RNF149,2,235.579,243.222,244.396,257.31,234.626,253.243,229.826,244.129,261.141,270.024,311.322,268.9,254.757,278.483,221.969,269.381,
Q61133,Gstt2,Glutathione S-transferase theta-2,2,691.958,641.263,605.933,656.683,740.087,699.34,562.063,828.292,807.089,616.769,586.438,570.734,530.657,515.328,799.097,537.751,
Q9WU63,Hebp2,Heme-binding protein 2,2,564.776,585.587,685.976,639.822,594.292,496.807,605.384,676.771,585.873,505.513,492.611,588.46,538.987,574.68,415.41,554.424,
Q8K327,Champ1,Chromosome alignment-maintaining phosphoprotein 1,2,373.149,331.449,323.43,341.307,356.156,360.574,311.305,307.795,412.154,333.668,363.59,328.887,338.102,323.115,577.046,345.076,
Q60953,Pml,Protein PML,2,256.537,246.28,285.027,280.367,247.572,259.984,272.465,361.938,358.669,321.218,311.228,302.046,276.615,296.004,662.639,268.533,
Q8K097,Faim2,Protein lifeguard 2,2,1200.85,981.451,1044.04,971.191,1162.84,1084.53,1040.35,938.012,932.166,909.913,1115.88,884.702,1040.24,922.563,679.503,1060.89,
Q8K4P0,Wdr33,pre-mRNA 3' end processing protein WDR33,2,99.4481,87.2989,91.728,94.7115,80.9629,101.604,85.0755,86.7411,94.9835,87.9502,97.8227,91.996,111.583,102.137,157.864,88.6818,
P15261,Ifngr1,Interferon gamma receptor 1,2,146.104,141.411,144.009,144.92,141.771,137.778,164.044,139.438,155.442,147.232,135.282,158.774,128.956,163.414,112.67,142.991,
Q8CIT0,Crh,Corticoliberin,2,314.243,125.296,105.43,218.704,181.498,209.393,91.9015,165.488,215.775,137.826,162.554,129.048,186.188,152.744,103.586,227.494,
A2AGQ8,Madd,MAP kinase-activating death domain protein,2,400.205,548.731,637.422,516.233,476.4,516.488,660.714,549.636,487.087,638.936,602.812,810.58,491.451,537.194,308.089,716.238,
Q68FF7,Slain1,SLAIN motif-containing protein 1,2,211.812,207.528,186.977,203.218,189.158,190.284,187.48,183.156,148.931,178.591,201.903,153.068,181.597,178.189,107.918,162.101,
Q8C7J6,Kctd12b,Potassium channel tetramerisation domain-containing 12b,2,248.674,277.967,279.045,288.337,298.208,782.453,300.56,277.77,331.715,285.444,300.018,303.207,320.415,296.886,391.003,291.752,
P01901,H2-K1,"H-2 class I histocompatibility antigen, K-B alpha chain",2,290.425,393.377,469.423,405.016,391.265,398.371,450.251,610.494,490.616,513.39,378.794,421.62,359.507,499.985,838.882,373.136,
Q0VG49-2,Q0VG49-2,Isoform 2 of Uncharacterized protein C15orf61 homolog,2,172.141,164.858,148.439,148.395,164.58,181.465,163.415,158.431,166.868,164.429,173.913,184.173,182.511,170,187.009,167.461,
E9PYH0,Vcan,Versican core protein,2,174.003,177.49,154.218,185.148,176.253,174.824,137.646,148.802,203.85,140.764,177.379,114.593,187.769,161.488,131.051,154.019,
Q80T79,Csmd3,CUB and sushi domain-containing protein 3,2,123.387,122.348,121.12,136.381,146.473,135.521,121.637,130.211,147.371,137.211,154.157,143.757,122.198,139.468,140.909,146.679,
Q8BG79,Cwf19l2,CWF19-like protein 2,2,63.3918,80.7205,79.6343,75.9294,83.5183,80.2288,85.5427,88.5729,82.4144,83.9209,85.48,95.8266,92.3691,84.5621,78.1037,89.8576,
Q6P5D3,Dhx57,Putative ATP-dependent RNA helicase DHX57,2,216.724,188.145,197.908,212.896,208.042,193.107,175.53,178.58,200.478,212.19,213.799,191.895,193.708,199.877,172.9,208.769,
Q64705,Usf2,Upstream stimulatory factor 2,2,159.132,141.12,143.549,152.785,146.526,140.759,141.718,155.571,150.854,130.051,138.856,145.637,166.278,147.689,241.53,142.383,
Q99P72-5,Rtn4,Isoform B of Reticulon-4,2,379.583,369.526,357.212,399.963,380.107,364.19,373.391,391.392,402.113,401.733,441.122,381.403,418.252,412.766,434.371,344.177,
Q99P72-1,Rtn4,Isoform C of Reticulon-4,2,562.99,922.583,994.58,759.123,781.15,780.369,1108.89,920.042,845.605,995.181,941.386,1051.74,870.111,921.764,348.442,1021.59,
Q8R527,Rhoq,Rho-related GTP-binding protein RhoQ,2,486.418,602.3,603.129,543.914,509.134,560.6,590.514,502.057,475.974,536.357,526.134,554.577,515.54,557.003,433.657,566.205,
Q9JJZ4,Ube2j1,Ubiquitin-conjugating enzyme E2 J1,2,401.472,399.278,378.59,417.097,428.691,417.016,386.157,415.912,431.288,376.967,411.237,455.328,409.724,417.216,420.606,424.345,
Q7TN33,Celf6,CUGBP Elav-like family member 6,2,252.362,239.981,258.469,319.97,253.432,271.309,175.509,225.165,295.382,217.945,288.607,193.922,267.388,282.347,139.269,272.027,
A0A5F8MPH2,Celf5,"CUGBP, Elav-like family member 5",2,280.217,175.207,179.226,225.34,220.225,204.817,153.074,183.319,198.792,175.695,186.374,173.533,172.737,186.345,327.09,179.311,
A3KGF9,Ccdc9b,Coiled-coil domain-containing protein 9B,2,106.02,114.205,117.568,118.245,105.48,107.333,115.993,128.502,113.716,121.152,125.36,110.834,119.057,115.271,111.251,116.61,
Q8CFX3,Pcdh1,Protocadherin 1,2,130.901,151.191,161.822,148.105,155.875,157.842,154.492,147.077,168.919,162.052,153.471,172.085,136.082,150.181,141.436,158.763,
Q9CQ56,Use1,Vesicle transport protein USE1,2,224.623,226.8,237.726,227.276,216.243,237.508,244.806,220.96,243.62,247.765,255.995,264.798,208.198,213.98,228.345,221.418,
B1AVP0,Phactr2,Phosphatase and actin regulator,2,404.626,308.227,294.889,346.093,347.925,353.742,267.312,299.492,350.355,292.613,324.34,269.39,365.876,319.927,398.288,305.468,
A0A571BDM4,Aak1,AP2-associated protein kinase 1 (Fragment),2,1080.93,1071.1,1040.06,1066.31,1131.72,1063.33,1077.49,1000.96,1040.61,972.164,1022.25,945.431,1072.75,1027.19,889.923,1012.33,
P0CW03,Ly6c2,Lymphocyte antigen 6C2,2,464.938,487.899,501.795,472.325,457.07,444.466,507.022,507.882,612.843,741.222,596.114,518.646,553.404,552.257,811.723,572.204,
A0A140T8P6,Igkv12-46,Immunoglobulin kappa variable 12-46 (Fragment),2,209.312,276.385,324.75,504.542,169.41,323.25,252.294,883.145,763.611,608.39,437.588,532.159,409.68,255.572,843.99,490.804,
Q8C0C0,Zhx2,Zinc fingers and homeoboxes protein 2,2,186.202,185.644,192.915,207.775,190.92,179.033,202.3,215.202,207.688,228.242,207.378,193.884,190.093,206.271,303.905,155.769,
Q8BXN7,Ppm1k,"Protein phosphatase 1K, mitochondrial",2,138.036,141.411,145.12,158.602,145.341,168.292,150.664,145.31,157.595,173.403,170.361,154.394,172.457,165.382,173.729,160.752,
Q3UH99-2,Shisa6,Isoform 2 of Protein shisa-6,2,133.293,117.881,112.473,139.195,123.26,308.264,111.467,96.2377,112.723,113.773,147.581,136.771,140.025,123.359,224.771,130.887,
Q9QYR7,Acot3,Acyl-coenzyme A thioesterase 3,2,501.974,532.074,476.836,511.857,511.763,440.997,498.967,442.516,575.768,437.305,430.473,433.444,492.496,445.999,301.65,392.901,
Q8K2U2,Alkbh6,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 6,2,1234.16,982.59,978.839,1197.38,1188.77,1193.43,874.126,1047.17,1054.14,981.698,1091.61,1011.87,1260.87,1078.72,1171.88,1069.29,
O70451,Slc16a7,Monocarboxylate transporter 2,2,232.703,229.684,219.75,247.27,228.867,245.701,225.22,200.404,187.17,233.492,228.067,229.993,200.63,220.534,163.324,242.481,
Q9CTN4,Rhobtb3,Rho-related BTB domain-containing protein 3,2,278.066,303.942,261.446,273.157,302.494,271.172,283.359,292.738,300.651,258.649,288.127,255.482,276.589,279.894,176.013,277.868,
Q80U58,Pum2,Pumilio homolog 2,2,1238.94,1120.99,1103.05,1243.84,1198.88,1184.44,1062.21,1187.82,1357.67,1221.72,1261.88,1235.42,1223.43,1270.89,1524.62,1242.01,
P52482,Ube2e1,Ubiquitin-conjugating enzyme E2 E1,2,572.531,500.723,488.68,521.532,521.414,543.607,484.985,479.803,499.563,431.51,510.666,472.359,515.833,484.114,684.769,480.716,
A0A571BF69,Mgam,Maltase-glucoamylase,2,63.7824,82.533,97.7222,112.251,78.1731,82.1037,92.7816,108.857,117.418,133.564,131.95,180.933,81.4864,102.593,143.653,99.2354,
Q8BUE4-2,Aifm2,Isoform 2 of Ferroptosis suppressor protein 1,2,279.156,276.024,307.023,304.884,262.336,301.719,304.403,308.243,305.093,276.016,287.668,304.914,261.042,260.532,280.566,284.392,
P70245,Ebp,"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase",2,445.665,492.058,410.598,383.993,396.635,421.685,339.411,418.794,375.14,371.624,410.283,363.312,500.339,380.442,355.707,381.386,
Q80VH0,Bank1,B-cell scaffold protein with ankyrin repeats,2,135.095,208.71,171.642,151.236,135.305,157.378,194.253,162.578,149.86,164.539,165.697,158.545,127.22,145.877,80.1547,160.89,
Q3UZA1,Rcsd1,CapZ-interacting protein,2,68.6858,74.2367,97.0956,94.4609,75.0594,72.0682,99.0504,103.117,131.775,99.0585,103.521,106.673,95.4449,93.4307,158.759,93.3975,
Q7TSZ8,Nacc1,Nucleus accumbens-associated protein 1,2,283.897,245.071,255.697,280.545,271.828,268.302,246.094,290.672,288.543,289.507,290.57,298.941,277.731,279.129,398.617,263.353,
Q9CRA8,Exosc5,Exosome complex component RRP46,2,119.652,101.118,93.7173,117.02,103.506,103.766,107.087,113.816,108.087,96.1412,117.739,105.457,96.1845,100.104,120.406,100.42,
A0A0G2JFE9,Ighv1-76,Immunoglobulin heavy variable 1-76 (Fragment),2,69.4381,127.837,99.5571,55.7512,58.9682,1010.47,127.105,59.6148,90.6609,125.741,158.711,133.312,95.4662,114.538,154.136,114.438,
O35955,Psmb10,Proteasome subunit beta type-10,2,130.658,144.556,174.456,145.956,154.384,164.455,161.868,207.802,237.644,176.898,168.07,184.235,155.367,170.784,271.473,156.275,
B1AVK5,Col4a6,"Collagen, type IV, alpha 6",2,32.6434,48.5762,61.8996,53.9968,37.6829,45.8271,61.1021,34.6482,52.9225,50.4174,44.0136,32.2581,49.2392,60.2716,149.911,47.8829,
Q80TN5,Zdhhc17,Palmitoyltransferase ZDHHC17,2,405.955,371.951,357.467,386.574,359.844,362.858,339.634,333.37,380.427,310.947,395.798,433.031,409.733,364.188,450.179,390.326,
Q6ZWQ9,Myl12a,"Myosin, light chain 12A, regulatory, non-sarcomeric",2,506.402,513.521,573.868,569.618,523.14,448.85,567.617,640.589,708.628,717.35,581.478,581.505,612.071,617.469,1328.8,490.208,
Q571K4,Tab3,TGF-beta-activated kinase 1 and MAP3K7-binding protein 3,2,324.253,323.957,335.923,344.548,323.114,311.75,292.293,283.759,307.813,282.413,316.493,276.112,309.901,303.659,232.342,301.257,
Q9D753,Exosc8,Exosome complex component RRP43,2,162.736,150.607,158.212,165.013,169.575,161.49,174.73,166.495,190.365,167.196,178.641,165.251,156.622,161.501,196.823,162.347,
Q80XU3,Nucks1,Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1,2,772.684,658.69,626.919,706.837,746.961,641.438,605.816,681.318,785.409,581.61,561.596,623.867,770.967,711.863,1288.2,538.679,
Q9CXX9,Cuedc2,CUE domain-containing protein 2,2,261.345,226.075,240.897,243.147,223.317,222.541,217.816,209.118,219.786,213.755,212.137,225.959,238.852,228.401,205.6,212.508,
Q8R3N1,Nop14,Nucleolar protein 14,2,257.349,238.969,225.074,300.605,259.773,259.816,229.171,255.095,272.996,246.538,252.446,255.408,273.766,262.628,371.508,263.905,
Q8C0Q2,Zhx3,Zinc fingers and homeoboxes protein 3,2,188.928,185.414,203.732,179.072,182.825,180.205,185.796,192.065,206.986,177.346,200.592,179.816,175.601,184.835,201.828,184.9,
F6ZKC7,Cstf2,Cleavage stimulation factor subunit 2 (Fragment),2,685.6,432.638,358.488,468.649,356.555,420.584,410.532,424.418,339.007,362.914,337.073,322.101,343.195,298.186,486.849,456.1,
Q8BGK6,Slc7a6,Y+L amino acid transporter 2,2,357.929,348.64,346.265,355.837,370.208,372.747,346.363,370.269,432.409,373.326,377.751,345.946,350.164,381.591,278.53,388.3,
G3UW46,Atp23,Mitochondrial inner membrane protease ATP23,2,123.779,121.642,155.71,144.938,124.13,128.211,123.38,134.113,146.127,146.536,132.092,145.969,134.064,142.741,138.972,145.48,
Q9DC40,Telo2,Telomere length regulation protein TEL2 homolog,2,173.336,174.301,181.071,173.174,180.088,190.218,178.865,177.634,165.325,180.452,167.289,193.722,182.298,182.404,155.513,182.357,
Q8R3C0,Mcmbp,Mini-chromosome maintenance complex-binding protein,2,789.473,765.593,789.799,829.92,765.43,766.663,782.453,751.153,857.675,794.727,778.956,726.972,724.744,733.779,798.457,714.607,
Q8BX10,Pgam5,"Serine/threonine-protein phosphatase PGAM5, mitochondrial",2,631.557,506.986,486.53,580.711,644.691,623.544,461.437,509.928,571.974,491.925,539.39,491.907,565.72,487.629,835.929,491.949,
Q8K093,Trhde,Thyrotropin-releasing hormone-degrading ectoenzyme,2,343.48,259.085,286.059,291.109,312.94,311.214,295.428,295.734,319.459,295.199,283.603,318.486,303.852,280.928,292.636,290.009,
Q9JHH9,Copz2,Coatomer subunit zeta-2,2,140.101,144.587,161.168,158.483,138.038,153.99,161.901,186.051,187.59,166.937,169.857,168.528,162.857,143.899,242.311,152.216,
Q9CQY1,Atg12,Ubiquitin-like protein ATG12,2,976.462,1102.39,1120.38,1049.76,1058.16,1090.02,1155.41,1075.58,1033.89,1086.68,1047.56,1106.54,1086.52,1150.82,808.862,1177.43,
Q6ZPK0,Phf21a,PHD finger protein 21A,2,214.865,235.535,209.867,221.099,206.834,224.334,208.527,206.667,237.274,200.858,209.754,195.036,199.829,223.69,293.49,205.477,
Q09143,Slc7a1,High affinity cationic amino acid transporter 1,2,574.239,517.076,511.807,574.7,572.695,586.303,480.803,518.896,551.407,618.409,632.236,648.864,549.614,536.879,690.686,637.3,
Q8BM88,Ctso,Cathepsin O,2,178.254,201.646,198.554,190.308,191.314,192.077,193.728,187.647,245.304,177.7,185.518,193.717,189.116,190.815,211.001,168.913,
A0A0A6YXW6,Igha,Immunoglobulin heavy constant alpha (Fragment),2,54.8913,65.2719,63.4548,75.1458,63.8709,59.4824,65.7636,75.0674,189.276,141.259,117.175,183.96,72.8706,77.4007,102.418,78.8429,
Q9DBG9,Tax1bp3,Tax1-binding protein 3,2,461.042,436.999,455.356,452.539,464.148,366.384,481.542,603.116,556.462,489.227,443.687,544.602,505.166,450.892,744.554,384.267,
Q7TN79,Akap7,A-kinase anchor protein 7 isoform gamma,2,400.713,217.381,196.036,230.803,219.279,272.123,217.396,207.999,256.902,254.445,236.128,166.099,234.562,198.048,378.311,238.263,
Q9QXA1-2,Cyhr1,Isoform 2 of Cysteine and histidine-rich protein 1,2,154.736,132.423,142.896,152.18,142.836,144.317,149.066,132.752,169.733,134.511,144.096,151.23,145.393,157.622,186.084,141.074,
Q69ZI1,Sh3rf1,E3 ubiquitin-protein ligase SH3RF1,2,465.384,421.024,421.709,411.565,440.419,425.76,417.709,369.198,443.58,401.201,461.952,384.446,407.356,401.641,348.717,379.754,
J3QN89,Aamp,Angio-associated migratory protein,2,723.532,617.635,646.113,712.318,666.426,617.482,639.133,595.775,653.234,594.325,642.623,633.056,628.3,571.522,587.34,539.475,
Q9JJF9,Sppl2a,Signal peptide peptidase-like 2A,2,519.951,694.616,711.724,612.525,580.768,620.259,702.145,632.465,642.464,756.84,689.677,797.31,612.42,699.46,505.363,660.334,
Q9D708,S100a16,Protein S100-A16,2,144.008,147.581,132.187,160.907,142.158,121.073,127.981,146.537,160.902,151.895,136.873,160.471,128.744,141.666,147.135,130.029,
Q9JHZ2,Ankh,Progressive ankylosis protein,2,599.724,655.947,669.862,625.657,642.901,612.448,665.049,608.143,590.303,616.037,626.414,620.822,655.543,637.535,683.649,616.097,
P34928,Apoc1,Apolipoprotein C-I,2,398.678,275.443,268.172,374.437,225.244,261.27,278.339,600.095,172.786,509.947,351.654,511.836,220.369,305.969,773.653,408.458,
Q8BMJ3,Eif1ax,"Eukaryotic translation initiation factor 1A, X-chromosomal",2,1448.01,1368.05,1218.17,1524.28,1446.07,1511.94,1202.4,1458.55,1395.72,1326.87,1251.85,1379.01,1488.11,1544.68,1687.18,1375.96,
Q8BSQ9,Pbrm1,Protein polybromo-1,2,436.297,373.459,363.384,396.437,389.92,401.17,362.182,425.649,425.122,394.69,439.113,363.415,389.635,428.756,723.574,359.829,
Q4KML4,Abracl,Costars family protein ABRACL,2,592.032,670.819,752.572,675.829,566.854,568.292,717.414,713.613,674.429,722.398,562.681,667.953,601.806,628.253,492.44,611.434,
Q61508,Ecm1,Extracellular matrix protein 1,2,208.979,234.159,297.516,266.506,231.378,222.492,260.73,324.775,275.221,333.844,262.613,321.847,238.45,274.922,368.622,264.8,
O55186,Cd59a,CD59A glycoprotein,2,964.093,1303.88,1001.15,986.806,932.43,858.54,1145.21,928.452,834.559,822.656,946.888,678.063,744.078,805.066,310.25,804.488,
Q9Z0W1,Ngfr,Tumor necrosis factor receptor superfamily member 16,2,288.676,230.035,236.038,281.526,241.896,219.368,243.064,270.722,290.858,256.149,207.784,207.22,163.176,209.476,508.09,178.018,
Q8VBX0,Asb13,Ankyrin repeat and SOCS box protein 13,2,354.774,390.47,410.497,412.22,391.431,369.182,386.354,365.808,469.014,405.975,442.389,417.419,425.265,424.276,410.115,420.461,
P35455,Avp,Vasopressin-neurophysin 2-copeptin,2,445.595,301.809,240.308,367.413,1663.06,503.314,256.409,1070.5,474.181,426.731,547.46,467.306,446.834,426.976,257.736,332.326,
Q000W5,Gbp10,Guanylate-binding protein 10,2,250.516,280.997,346.159,326.691,300.609,317.888,339.278,391.357,455.745,318.683,331.19,322.856,298.024,321.426,398.123,303.159,
P97372,Psme2,Proteasome activator complex subunit 2,2,850.727,812.392,834.155,870.957,984.281,971.225,825.391,1046.04,1020.98,886.527,848.791,734.875,845.271,887.325,1207.69,841.162,
Q07456,Ambp,Protein AMBP,2,429.677,460.385,585.89,673.218,489.326,475.468,465.549,818.851,1296.9,1198.01,938.674,1207.81,812.235,668.981,1383.1,1012.46,
Q9JLL3,Tnfrsf19,Tumor necrosis factor receptor superfamily member 19,2,31.2873,35.4101,32.8787,31.2728,28.6432,23.2173,25.1018,24.8623,33.9279,24.6701,23.6286,35.4023,24.4331,29.9117,33.4055,32.9498,
Q8CC70,Cfap300,Cilia- and flagella-associated protein 300,2,167.007,181.841,160.835,182.481,195.273,190.567,171.309,157.083,178.448,161.407,183.766,137.433,175.832,165.998,130.334,151.862,
Q80TF6,Stard9,StAR-related lipid transfer protein 9,2,538.081,589.827,590.131,588.173,580.989,588.162,594.478,589.994,567.294,552.764,583.549,567.448,519.681,581.822,499.492,529.927,
O35071,Kif1c,Kinesin-like protein KIF1C,2,280.691,273.291,291.049,275.155,274.432,287.51,326.874,313.577,327.539,307.21,307.708,349.98,280.335,306.382,293.428,296.736,
Q8C753-4,Katnip,Isoform 4 of Katanin-interacting protein,2,329.27,383.966,357.328,352.734,359.74,317.708,349.662,322.209,353.061,361.649,383.259,360.837,331.729,349.169,226.655,358.92,
Q9WV68,Decr2,"Peroxisomal 2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing]",2,132.405,143.763,148.955,142.704,147.774,133.701,162.622,156.729,156.307,160.293,150.057,158.625,137.849,139.843,155.888,153.662,
Q8BME9,Cbln4,Cerebellin-4,2,407.724,268.634,243.619,357.721,364.824,432.918,209.926,302.146,330.451,256.158,346.275,261.568,315.519,266.501,313.779,285.498,
Q7TNS2,Micos10,MICOS complex subunit Mic10,2,171.947,182.892,156.41,120.441,173.817,192.297,168.231,185.163,177.055,163.012,149.711,187.162,168.863,166.204,180.497,171.837,
Q8BNJ2,Adamts4,A disintegrin and metalloproteinase with thrombospondin motifs 4,2,244.382,229.39,231.672,270.662,227.707,220.953,226.646,185.532,317.953,239.352,265.267,200.345,221.098,242.033,112.24,208.805,
Q9ERE9,Mapk8ip2,C-Jun-amino-terminal kinase-interacting protein 2,2,241.46,234.224,240.626,240.21,239.036,235.18,231.846,210.671,223.14,226.085,258.492,241.198,226.28,238.817,165.86,232.041,
Q9WV95,Phlda3,Pleckstrin homology-like domain family A member 3,2,697.602,486.132,462.413,557.257,539.442,501.075,448.719,450.664,542.299,423.096,446.869,366.105,455.961,426.049,336.732,362.734,
Q61908,Cmc4,Cx9C motif-containing protein 4,2,453.248,385.487,376.785,438.839,374.735,351.432,422.874,384.421,408.45,367.137,337.924,333.568,365.507,355.203,541.019,336.947,
Q9ET80,Jph1,Junctophilin-1,2,178.891,160.752,158.715,182.338,148.266,137.182,143.94,133.315,129.521,172.734,176.683,138.893,170.248,174.102,113.112,130.666,
Q8BY35,Fgd2,"FYVE, RhoGEF and PH domain-containing protein 2",2,41.5001,48.4045,53.7147,40.4922,47.1117,50.4517,53.026,59.3984,40.1441,55.5227,55.5717,64.8766,45.5508,42.7786,42.2186,45.7776,
Q7M6Z0,Rtn4rl2,Reticulon-4 receptor-like 2,2,159.468,166.248,136.562,165.073,135.22,204.223,133.667,100.108,137.725,130.431,160.975,103.344,157.699,130.276,99.193,123.466,
Q8BZ81,Lrrtm3,Leucine-rich repeat transmembrane neuronal protein 3,2,103.114,113.966,114.289,97.9627,114.082,122.04,96.139,97.6671,112.735,99.807,119.035,121.035,125.391,97.4491,152.979,133.41,
Q8K039,Q8K039,Uncharacterized protein KIAA1143 homolog,2,244.202,225.387,209.7,245.582,221.745,207.214,206.641,227.816,239.662,226.395,205.159,221.604,249.885,217.081,305.737,194.146,
P0C1Q2,Pde11a,"Dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11A",2,593.591,438.225,381.944,546.396,525.114,612.947,351.122,479.189,518.872,409.942,540.732,393.337,435.054,445.888,347.624,457.316,
Q9D8T7,Slirp,"SRA stem-loop-interacting RNA-binding protein, mitochondrial",2,607.79,538.406,531.288,558.003,570.883,572.01,556.006,543.841,569.811,467.032,500.839,504.976,521.669,539.787,546.59,530.957,
Q61496,Ddx4,ATP-dependent RNA helicase DDX4,2,324.841,299.189,345.681,440.197,358.099,307.923,288.532,258.948,404.45,293.074,324.5,316.595,329.994,389.366,386.052,350.185,
Q8K4G1-3,Ltbp4,Isoform 3 of Latent-transforming growth factor beta-binding protein 4,2,56.8547,57.1977,50.7418,66.1231,56.928,63.8458,53.1506,82.0384,77.4297,80.2156,47.4303,49.6914,63.6618,58.5799,366.265,54.0914,
A2AKB4,Frmpd1,FERM and PDZ domain-containing protein 1,2,196.479,170.411,173.638,208.766,193.671,213.066,182.383,232.382,224.674,221.109,219.115,226.026,193.91,209.368,260.17,209.075,
Q99JY4,Trabd,TraB domain-containing protein,2,303.199,296.534,303.307,298.412,280.061,305.881,264.244,284.087,256.732,283.618,308.928,255.729,284.707,257.595,337.949,292.107,
Q9D110,Mthfs,5-formyltetrahydrofolate cyclo-ligase,2,380.044,410.423,412.624,431.137,411.163,414.288,438.546,460.414,423.15,458.743,409.419,437.194,441.902,454.189,594.175,381.83,
Q8CDJ3,Atg14,Beclin 1-associated autophagy-related key regulator,2,77.784,101.464,103.314,87.2946,92.3846,89.8165,112.388,91.8797,106.607,83.0396,105.346,96.0879,94.6132,103.373,79.3127,104.338,
Q571F8,Gls2,"Glutaminase liver isoform, mitochondrial",2,385.2,296.89,290.116,309.131,320.247,347.633,304.943,309.108,324.855,310.131,332.786,304.828,341.043,304.978,490.694,346.719,
Q9CZX9,Emc4,ER membrane protein complex subunit 4,2,476.678,490.351,502.681,487.217,483.059,493.793,514.504,485.284,513.461,512.947,484.004,506.23,454.158,483.316,483.362,481.406,
Q14B01,Rnf113a2,Ring finger protein 113A2,2,338.056,278.99,287.333,340.962,290.767,290.435,249.265,267.644,331.516,284.752,319.687,308.478,311.257,299.099,451.343,273.679,
Q8R480,Nup85,Nuclear pore complex protein Nup85,2,743.331,628.147,686.742,724.509,725.274,716.595,640.846,697.754,749.626,714.282,737.791,714.129,690.769,709.076,1004.52,687.908,
Q62313,Tgoln1,Trans-Golgi network integral membrane protein 1,2,663.991,534.732,551.596,632.915,657.417,664.274,522.191,606.864,606.361,520.412,572.483,520.799,626.508,611.796,849.733,577.252,
Q9ER38,Tor3a,Torsin-3A,2,434.797,459.535,537.323,489.859,484.558,482.354,465.728,593.67,537.207,590.288,525.853,568.361,515.783,573.982,705.412,501.639,
Q60778,Nfkbib,NF-kappa-B inhibitor beta,2,145.201,143.568,140.792,128.904,139.794,123.869,153.566,132.862,138.918,134.893,144.949,128.123,135.022,136.419,109.396,123.751,
B9EJI9,Tmem229a,Transmembrane protein 229A,2,322.376,362.412,328.966,339.267,335.392,320.207,345.341,315.001,284.46,358.496,363.492,383.873,322.747,362.969,328.906,344.534,
B1AZR0,Klhl4,Kelch-like 4,2,187.749,200.199,167.796,187.493,177.946,200.021,171.829,163.485,145.46,176.348,181.265,153.208,175.174,190.06,103.684,164.211,
Q9WV30-2,Nfat5,Isoform 2 of Nuclear factor of activated T-cells 5,2,316.304,283.459,275.812,283.531,280.167,288.197,274.428,250.744,291.03,292.166,308.552,281.291,288.661,266.51,328.137,276.392,
O70421,Fzd1,Frizzled-1,2,401.964,592.022,598.746,585.778,533.01,696.784,652.952,655.189,616.054,671.478,649.076,707.376,644.631,670.082,1077.08,731.525,
Q9CR23,Tmem9,Proton-transporting V-type ATPase complex assembly regulator TMEM9,2,354.033,377.421,380.448,361.523,372.307,398.357,339.817,350.779,384.321,361.754,394.952,390.814,436.294,380.235,374.406,432.56,
Q61616,Drd1,D(1A) dopamine receptor,2,210.837,410.329,444.189,296.192,297.099,296.437,467.079,379.021,252.851,348.593,316.727,470.391,321.653,363.098,57.7011,404.25,
Q91XA8,Klhdc8a,Kelch domain-containing protein 8A,2,90.2275,85.0467,78.7958,96.503,95.9285,96.2743,73.7919,67.0532,89.7891,71.8974,97.4353,95.3208,97.8426,77.1816,128.2,83.7586,
Q80TG9,Lrfn2,Leucine-rich repeat and fibronectin type-III domain-containing protein 2,2,537.565,375.438,356.942,477.561,533.243,525.8,338.218,392.998,462.96,366.517,431.932,342.658,416.909,386.411,571.254,426.401,
Q8VE42,Ankrd49,Ankyrin repeat domain-containing protein 49,2,60.6655,57.5187,57.4402,59.0602,48.2254,47.9176,67.6329,56.3165,58.8369,60.3543,60.9406,70.6428,48.1131,51.5354,50.1627,60.9169,
Q6PGD0,Atraid,All-trans retinoic acid-induced differentiation factor,2,153.571,140.437,169.577,146.304,149.918,153.795,157.204,146.686,179.064,154.446,177.393,167.882,144.347,139.789,132.004,155.367,
